Date_Only,Hour,Day_of_Week,Pickup Location,Demand_Count
2024-01-09,0,1,Area-14,2
2024-01-09,0,1,Area-16,1
2024-01-09,0,1,Area-17,2
2024-01-09,0,1,Area-18,3
2024-01-09,0,1,Area-19,1
2024-01-09,0,1,Area-2,3
2024-01-09,0,1,Area-21,1
2024-01-09,0,1,Area-24,4
2024-01-09,0,1,Area-25,4
2024-01-09,0,1,Area-26,2
2024-01-09,0,1,Area-27,2
2024-01-09,0,1,Area-29,1
2024-01-09,0,1,Area-3,3
2024-01-09,0,1,Area-30,2
2024-01-09,0,1,Area-31,1
2024-01-09,0,1,Area-32,1
2024-01-09,0,1,Area-35,1
2024-01-09,0,1,Area-38,3
2024-01-09,0,1,Area-39,1
2024-01-09,0,1,Area-4,8
2024-01-09,0,1,Area-40,2
2024-01-09,0,1,Area-41,1
2024-01-09,0,1,Area-44,2
2024-01-09,0,1,Area-46,1
2024-01-09,0,1,Area-47,3
2024-01-09,0,1,Area-48,2
2024-01-09,0,1,Area-49,1
2024-01-09,0,1,Area-5,2
2024-01-09,0,1,Area-50,1
2024-01-09,0,1,Area-6,1
2024-01-09,1,1,Area-10,3
2024-01-09,1,1,Area-11,1
2024-01-09,1,1,Area-12,2
2024-01-09,1,1,Area-17,1
2024-01-09,1,1,Area-19,2
2024-01-09,1,1,Area-2,1
2024-01-09,1,1,Area-21,2
2024-01-09,1,1,Area-22,3
2024-01-09,1,1,Area-23,4
2024-01-09,1,1,Area-24,1
2024-01-09,1,1,Area-25,2
2024-01-09,1,1,Area-28,1
2024-01-09,1,1,Area-3,1
2024-01-09,1,1,Area-31,4
2024-01-09,1,1,Area-32,2
2024-01-09,1,1,Area-33,2
2024-01-09,1,1,Area-34,1
2024-01-09,1,1,Area-35,1
2024-01-09,1,1,Area-37,2
2024-01-09,1,1,Area-38,3
2024-01-09,1,1,Area-39,1
2024-01-09,1,1,Area-4,2
2024-01-09,1,1,Area-41,4
2024-01-09,1,1,Area-43,1
2024-01-09,1,1,Area-46,3
2024-01-09,1,1,Area-48,3
2024-01-09,1,1,Area-5,1
2024-01-09,1,1,Area-50,1
2024-01-09,1,1,Area-6,2
2024-01-09,1,1,Area-7,1
2024-01-09,1,1,Area-8,1
2024-01-09,2,1,Area-1,1
2024-01-09,2,1,Area-10,2
2024-01-09,2,1,Area-11,4
2024-01-09,2,1,Area-12,3
2024-01-09,2,1,Area-13,2
2024-01-09,2,1,Area-14,1
2024-01-09,2,1,Area-15,3
2024-01-09,2,1,Area-16,2
2024-01-09,2,1,Area-17,1
2024-01-09,2,1,Area-19,1
2024-01-09,2,1,Area-2,2
2024-01-09,2,1,Area-20,1
2024-01-09,2,1,Area-21,1
2024-01-09,2,1,Area-22,1
2024-01-09,2,1,Area-23,1
2024-01-09,2,1,Area-24,1
2024-01-09,2,1,Area-26,2
2024-01-09,2,1,Area-29,1
2024-01-09,2,1,Area-3,2
2024-01-09,2,1,Area-31,1
2024-01-09,2,1,Area-33,1
2024-01-09,2,1,Area-34,3
2024-01-09,2,1,Area-35,1
2024-01-09,2,1,Area-36,2
2024-01-09,2,1,Area-38,1
2024-01-09,2,1,Area-4,5
2024-01-09,2,1,Area-41,2
2024-01-09,2,1,Area-42,3
2024-01-09,2,1,Area-43,2
2024-01-09,2,1,Area-45,1
2024-01-09,2,1,Area-46,1
2024-01-09,2,1,Area-47,1
2024-01-09,2,1,Area-48,1
2024-01-09,2,1,Area-49,1
2024-01-09,2,1,Area-5,1
2024-01-09,2,1,Area-6,2
2024-01-09,2,1,Area-7,1
2024-01-09,2,1,Area-8,1
2024-01-09,2,1,Area-9,4
2024-01-09,3,1,Area-1,3
2024-01-09,3,1,Area-10,1
2024-01-09,3,1,Area-12,3
2024-01-09,3,1,Area-13,1
2024-01-09,3,1,Area-14,4
2024-01-09,3,1,Area-15,3
2024-01-09,3,1,Area-16,2
2024-01-09,3,1,Area-18,4
2024-01-09,3,1,Area-19,3
2024-01-09,3,1,Area-2,1
2024-01-09,3,1,Area-21,3
2024-01-09,3,1,Area-22,1
2024-01-09,3,1,Area-23,4
2024-01-09,3,1,Area-24,1
2024-01-09,3,1,Area-25,3
2024-01-09,3,1,Area-26,3
2024-01-09,3,1,Area-27,2
2024-01-09,3,1,Area-28,2
2024-01-09,3,1,Area-29,1
2024-01-09,3,1,Area-30,2
2024-01-09,3,1,Area-31,1
2024-01-09,3,1,Area-32,3
2024-01-09,3,1,Area-33,1
2024-01-09,3,1,Area-34,1
2024-01-09,3,1,Area-35,2
2024-01-09,3,1,Area-36,4
2024-01-09,3,1,Area-37,1
2024-01-09,3,1,Area-38,2
2024-01-09,3,1,Area-39,1
2024-01-09,3,1,Area-42,1
2024-01-09,3,1,Area-43,2
2024-01-09,3,1,Area-44,1
2024-01-09,3,1,Area-45,2
2024-01-09,3,1,Area-46,1
2024-01-09,3,1,Area-47,2
2024-01-09,3,1,Area-49,1
2024-01-09,3,1,Area-5,2
2024-01-09,3,1,Area-50,1
2024-01-09,3,1,Area-8,1
2024-01-09,3,1,Area-9,1
2024-01-09,4,1,Area-1,2
2024-01-09,4,1,Area-10,1
2024-01-09,4,1,Area-11,1
2024-01-09,4,1,Area-12,2
2024-01-09,4,1,Area-13,1
2024-01-09,4,1,Area-14,2
2024-01-09,4,1,Area-15,2
2024-01-09,4,1,Area-17,1
2024-01-09,4,1,Area-18,1
2024-01-09,4,1,Area-19,1
2024-01-09,4,1,Area-2,1
2024-01-09,4,1,Area-20,1
2024-01-09,4,1,Area-22,2
2024-01-09,4,1,Area-23,3
2024-01-09,4,1,Area-24,1
2024-01-09,4,1,Area-25,1
2024-01-09,4,1,Area-26,1
2024-01-09,4,1,Area-27,1
2024-01-09,4,1,Area-29,1
2024-01-09,4,1,Area-3,1
2024-01-09,4,1,Area-30,2
2024-01-09,4,1,Area-31,2
2024-01-09,4,1,Area-33,2
2024-01-09,4,1,Area-36,4
2024-01-09,4,1,Area-38,2
2024-01-09,4,1,Area-39,2
2024-01-09,4,1,Area-4,2
2024-01-09,4,1,Area-40,1
2024-01-09,4,1,Area-41,2
2024-01-09,4,1,Area-42,1
2024-01-09,4,1,Area-43,2
2024-01-09,4,1,Area-44,1
2024-01-09,4,1,Area-45,1
2024-01-09,4,1,Area-46,3
2024-01-09,4,1,Area-47,2
2024-01-09,4,1,Area-48,1
2024-01-09,4,1,Area-49,1
2024-01-09,4,1,Area-5,1
2024-01-09,4,1,Area-50,1
2024-01-09,4,1,Area-6,2
2024-01-09,4,1,Area-7,1
2024-01-09,4,1,Area-8,2
2024-01-09,4,1,Area-9,2
2024-01-09,5,1,Area-1,1
2024-01-09,5,1,Area-11,1
2024-01-09,5,1,Area-13,1
2024-01-09,5,1,Area-14,1
2024-01-09,5,1,Area-15,1
2024-01-09,5,1,Area-17,2
2024-01-09,5,1,Area-19,1
2024-01-09,5,1,Area-20,1
2024-01-09,5,1,Area-21,2
2024-01-09,5,1,Area-22,2
2024-01-09,5,1,Area-23,2
2024-01-09,5,1,Area-24,3
2024-01-09,5,1,Area-25,3
2024-01-09,5,1,Area-26,1
2024-01-09,5,1,Area-27,3
2024-01-09,5,1,Area-28,1
2024-01-09,5,1,Area-29,3
2024-01-09,5,1,Area-3,1
2024-01-09,5,1,Area-30,2
2024-01-09,5,1,Area-31,2
2024-01-09,5,1,Area-33,1
2024-01-09,5,1,Area-34,1
2024-01-09,5,1,Area-36,3
2024-01-09,5,1,Area-37,3
2024-01-09,5,1,Area-38,2
2024-01-09,5,1,Area-40,1
2024-01-09,5,1,Area-41,1
2024-01-09,5,1,Area-43,1
2024-01-09,5,1,Area-44,1
2024-01-09,5,1,Area-45,1
2024-01-09,5,1,Area-46,2
2024-01-09,5,1,Area-47,1
2024-01-09,5,1,Area-48,2
2024-01-09,5,1,Area-5,1
2024-01-09,5,1,Area-6,1
2024-01-09,5,1,Area-7,4
2024-01-09,5,1,Area-8,3
2024-01-09,6,1,Area-10,2
2024-01-09,6,1,Area-12,1
2024-01-09,6,1,Area-13,1
2024-01-09,6,1,Area-14,2
2024-01-09,6,1,Area-15,1
2024-01-09,6,1,Area-17,3
2024-01-09,6,1,Area-18,3
2024-01-09,6,1,Area-19,1
2024-01-09,6,1,Area-2,2
2024-01-09,6,1,Area-22,1
2024-01-09,6,1,Area-25,2
2024-01-09,6,1,Area-26,2
2024-01-09,6,1,Area-27,2
2024-01-09,6,1,Area-28,2
2024-01-09,6,1,Area-29,3
2024-01-09,6,1,Area-3,2
2024-01-09,6,1,Area-30,1
2024-01-09,6,1,Area-31,1
2024-01-09,6,1,Area-32,2
2024-01-09,6,1,Area-33,2
2024-01-09,6,1,Area-34,3
2024-01-09,6,1,Area-35,1
2024-01-09,6,1,Area-36,4
2024-01-09,6,1,Area-37,2
2024-01-09,6,1,Area-38,1
2024-01-09,6,1,Area-39,1
2024-01-09,6,1,Area-4,2
2024-01-09,6,1,Area-40,2
2024-01-09,6,1,Area-41,1
2024-01-09,6,1,Area-42,4
2024-01-09,6,1,Area-43,2
2024-01-09,6,1,Area-44,1
2024-01-09,6,1,Area-47,1
2024-01-09,6,1,Area-48,2
2024-01-09,6,1,Area-49,2
2024-01-09,6,1,Area-5,3
2024-01-09,6,1,Area-50,3
2024-01-09,6,1,Area-6,1
2024-01-09,6,1,Area-7,1
2024-01-09,6,1,Area-9,1
2024-01-09,7,1,Area-1,2
2024-01-09,7,1,Area-10,1
2024-01-09,7,1,Area-11,2
2024-01-09,7,1,Area-12,4
2024-01-09,7,1,Area-13,2
2024-01-09,7,1,Area-14,2
2024-01-09,7,1,Area-17,1
2024-01-09,7,1,Area-18,2
2024-01-09,7,1,Area-19,4
2024-01-09,7,1,Area-20,5
2024-01-09,7,1,Area-22,3
2024-01-09,7,1,Area-23,3
2024-01-09,7,1,Area-24,1
2024-01-09,7,1,Area-26,1
2024-01-09,7,1,Area-27,1
2024-01-09,7,1,Area-28,1
2024-01-09,7,1,Area-29,3
2024-01-09,7,1,Area-3,2
2024-01-09,7,1,Area-31,2
2024-01-09,7,1,Area-32,1
2024-01-09,7,1,Area-33,2
2024-01-09,7,1,Area-34,3
2024-01-09,7,1,Area-35,2
2024-01-09,7,1,Area-37,1
2024-01-09,7,1,Area-38,1
2024-01-09,7,1,Area-39,6
2024-01-09,7,1,Area-4,1
2024-01-09,7,1,Area-41,1
2024-01-09,7,1,Area-42,2
2024-01-09,7,1,Area-43,1
2024-01-09,7,1,Area-44,2
2024-01-09,7,1,Area-45,5
2024-01-09,7,1,Area-47,3
2024-01-09,7,1,Area-48,3
2024-01-09,7,1,Area-49,2
2024-01-09,7,1,Area-5,2
2024-01-09,7,1,Area-6,2
2024-01-09,7,1,Area-7,1
2024-01-09,7,1,Area-8,1
2024-01-09,8,1,Area-1,2
2024-01-09,8,1,Area-10,3
2024-01-09,8,1,Area-12,2
2024-01-09,8,1,Area-13,3
2024-01-09,8,1,Area-14,2
2024-01-09,8,1,Area-16,1
2024-01-09,8,1,Area-17,1
2024-01-09,8,1,Area-18,1
2024-01-09,8,1,Area-19,3
2024-01-09,8,1,Area-2,1
2024-01-09,8,1,Area-20,1
2024-01-09,8,1,Area-21,3
2024-01-09,8,1,Area-22,1
2024-01-09,8,1,Area-24,2
2024-01-09,8,1,Area-25,2
2024-01-09,8,1,Area-27,2
2024-01-09,8,1,Area-28,1
2024-01-09,8,1,Area-29,1
2024-01-09,8,1,Area-3,3
2024-01-09,8,1,Area-30,3
2024-01-09,8,1,Area-33,1
2024-01-09,8,1,Area-34,1
2024-01-09,8,1,Area-37,2
2024-01-09,8,1,Area-38,3
2024-01-09,8,1,Area-39,1
2024-01-09,8,1,Area-4,1
2024-01-09,8,1,Area-40,2
2024-01-09,8,1,Area-41,3
2024-01-09,8,1,Area-42,1
2024-01-09,8,1,Area-43,1
2024-01-09,8,1,Area-45,1
2024-01-09,8,1,Area-46,1
2024-01-09,8,1,Area-47,1
2024-01-09,8,1,Area-49,2
2024-01-09,8,1,Area-5,3
2024-01-09,8,1,Area-6,2
2024-01-09,8,1,Area-8,1
2024-01-09,9,1,Area-10,3
2024-01-09,9,1,Area-11,3
2024-01-09,9,1,Area-12,1
2024-01-09,9,1,Area-13,1
2024-01-09,9,1,Area-14,2
2024-01-09,9,1,Area-15,1
2024-01-09,9,1,Area-16,3
2024-01-09,9,1,Area-17,4
2024-01-09,9,1,Area-19,2
2024-01-09,9,1,Area-2,4
2024-01-09,9,1,Area-21,2
2024-01-09,9,1,Area-22,1
2024-01-09,9,1,Area-23,2
2024-01-09,9,1,Area-25,2
2024-01-09,9,1,Area-26,3
2024-01-09,9,1,Area-28,1
2024-01-09,9,1,Area-3,1
2024-01-09,9,1,Area-30,1
2024-01-09,9,1,Area-31,1
2024-01-09,9,1,Area-33,1
2024-01-09,9,1,Area-34,3
2024-01-09,9,1,Area-37,2
2024-01-09,9,1,Area-38,3
2024-01-09,9,1,Area-4,2
2024-01-09,9,1,Area-40,3
2024-01-09,9,1,Area-41,1
2024-01-09,9,1,Area-42,3
2024-01-09,9,1,Area-43,2
2024-01-09,9,1,Area-45,1
2024-01-09,9,1,Area-46,1
2024-01-09,9,1,Area-47,1
2024-01-09,9,1,Area-49,4
2024-01-09,9,1,Area-50,2
2024-01-09,9,1,Area-6,1
2024-01-09,9,1,Area-7,2
2024-01-09,9,1,Area-8,2
2024-01-09,9,1,Area-9,2
2024-01-09,10,1,Area-1,3
2024-01-09,10,1,Area-11,1
2024-01-09,10,1,Area-13,1
2024-01-09,10,1,Area-15,4
2024-01-09,10,1,Area-17,2
2024-01-09,10,1,Area-18,1
2024-01-09,10,1,Area-20,2
2024-01-09,10,1,Area-21,2
2024-01-09,10,1,Area-22,1
2024-01-09,10,1,Area-24,1
2024-01-09,10,1,Area-25,4
2024-01-09,10,1,Area-26,2
2024-01-09,10,1,Area-27,1
2024-01-09,10,1,Area-28,2
2024-01-09,10,1,Area-29,2
2024-01-09,10,1,Area-3,2
2024-01-09,10,1,Area-30,1
2024-01-09,10,1,Area-31,4
2024-01-09,10,1,Area-32,1
2024-01-09,10,1,Area-33,2
2024-01-09,10,1,Area-34,2
2024-01-09,10,1,Area-35,3
2024-01-09,10,1,Area-37,5
2024-01-09,10,1,Area-39,3
2024-01-09,10,1,Area-4,2
2024-01-09,10,1,Area-40,1
2024-01-09,10,1,Area-41,1
2024-01-09,10,1,Area-43,1
2024-01-09,10,1,Area-44,1
2024-01-09,10,1,Area-45,4
2024-01-09,10,1,Area-46,2
2024-01-09,10,1,Area-47,2
2024-01-09,10,1,Area-48,2
2024-01-09,10,1,Area-49,2
2024-01-09,10,1,Area-50,1
2024-01-09,10,1,Area-7,1
2024-01-09,10,1,Area-8,2
2024-01-09,10,1,Area-9,1
2024-01-09,11,1,Area-1,2
2024-01-09,11,1,Area-10,2
2024-01-09,11,1,Area-11,2
2024-01-09,11,1,Area-14,1
2024-01-09,11,1,Area-16,1
2024-01-09,11,1,Area-18,4
2024-01-09,11,1,Area-19,1
2024-01-09,11,1,Area-20,4
2024-01-09,11,1,Area-21,1
2024-01-09,11,1,Area-22,1
2024-01-09,11,1,Area-23,1
2024-01-09,11,1,Area-25,3
2024-01-09,11,1,Area-26,3
2024-01-09,11,1,Area-27,3
2024-01-09,11,1,Area-28,2
2024-01-09,11,1,Area-29,3
2024-01-09,11,1,Area-3,1
2024-01-09,11,1,Area-30,3
2024-01-09,11,1,Area-31,1
2024-01-09,11,1,Area-32,1
2024-01-09,11,1,Area-34,2
2024-01-09,11,1,Area-35,1
2024-01-09,11,1,Area-38,1
2024-01-09,11,1,Area-39,1
2024-01-09,11,1,Area-40,1
2024-01-09,11,1,Area-41,2
2024-01-09,11,1,Area-42,1
2024-01-09,11,1,Area-44,1
2024-01-09,11,1,Area-45,3
2024-01-09,11,1,Area-46,1
2024-01-09,11,1,Area-47,4
2024-01-09,11,1,Area-48,1
2024-01-09,11,1,Area-49,1
2024-01-09,11,1,Area-5,1
2024-01-09,11,1,Area-6,1
2024-01-09,11,1,Area-8,2
2024-01-09,11,1,Area-9,2
2024-01-09,12,1,Area-1,2
2024-01-09,12,1,Area-10,2
2024-01-09,12,1,Area-11,2
2024-01-09,12,1,Area-12,2
2024-01-09,12,1,Area-13,2
2024-01-09,12,1,Area-14,2
2024-01-09,12,1,Area-15,2
2024-01-09,12,1,Area-16,1
2024-01-09,12,1,Area-17,1
2024-01-09,12,1,Area-18,1
2024-01-09,12,1,Area-19,4
2024-01-09,12,1,Area-2,2
2024-01-09,12,1,Area-20,2
2024-01-09,12,1,Area-24,1
2024-01-09,12,1,Area-25,3
2024-01-09,12,1,Area-26,3
2024-01-09,12,1,Area-27,1
2024-01-09,12,1,Area-29,1
2024-01-09,12,1,Area-3,1
2024-01-09,12,1,Area-30,1
2024-01-09,12,1,Area-32,1
2024-01-09,12,1,Area-33,1
2024-01-09,12,1,Area-34,1
2024-01-09,12,1,Area-35,2
2024-01-09,12,1,Area-36,4
2024-01-09,12,1,Area-37,1
2024-01-09,12,1,Area-4,1
2024-01-09,12,1,Area-41,1
2024-01-09,12,1,Area-42,1
2024-01-09,12,1,Area-44,4
2024-01-09,12,1,Area-45,1
2024-01-09,12,1,Area-46,2
2024-01-09,12,1,Area-47,1
2024-01-09,12,1,Area-48,2
2024-01-09,12,1,Area-5,3
2024-01-09,12,1,Area-7,1
2024-01-09,12,1,Area-8,3
2024-01-09,12,1,Area-9,1
2024-01-09,13,1,Area-10,1
2024-01-09,13,1,Area-11,1
2024-01-09,13,1,Area-12,2
2024-01-09,13,1,Area-14,1
2024-01-09,13,1,Area-15,3
2024-01-09,13,1,Area-16,2
2024-01-09,13,1,Area-17,2
2024-01-09,13,1,Area-18,2
2024-01-09,13,1,Area-19,1
2024-01-09,13,1,Area-2,1
2024-01-09,13,1,Area-20,2
2024-01-09,13,1,Area-22,2
2024-01-09,13,1,Area-23,1
2024-01-09,13,1,Area-24,3
2024-01-09,13,1,Area-26,3
2024-01-09,13,1,Area-27,2
2024-01-09,13,1,Area-29,5
2024-01-09,13,1,Area-3,4
2024-01-09,13,1,Area-33,1
2024-01-09,13,1,Area-35,1
2024-01-09,13,1,Area-37,2
2024-01-09,13,1,Area-38,2
2024-01-09,13,1,Area-4,2
2024-01-09,13,1,Area-41,1
2024-01-09,13,1,Area-43,2
2024-01-09,13,1,Area-44,1
2024-01-09,13,1,Area-45,1
2024-01-09,13,1,Area-46,2
2024-01-09,13,1,Area-47,3
2024-01-09,13,1,Area-48,1
2024-01-09,13,1,Area-5,1
2024-01-09,13,1,Area-6,3
2024-01-09,13,1,Area-8,1
2024-01-09,14,1,Area-1,3
2024-01-09,14,1,Area-10,3
2024-01-09,14,1,Area-11,1
2024-01-09,14,1,Area-13,2
2024-01-09,14,1,Area-14,3
2024-01-09,14,1,Area-15,1
2024-01-09,14,1,Area-16,1
2024-01-09,14,1,Area-18,3
2024-01-09,14,1,Area-2,3
2024-01-09,14,1,Area-21,1
2024-01-09,14,1,Area-24,3
2024-01-09,14,1,Area-27,2
2024-01-09,14,1,Area-28,1
2024-01-09,14,1,Area-29,1
2024-01-09,14,1,Area-30,3
2024-01-09,14,1,Area-32,1
2024-01-09,14,1,Area-33,3
2024-01-09,14,1,Area-34,2
2024-01-09,14,1,Area-35,2
2024-01-09,14,1,Area-36,1
2024-01-09,14,1,Area-37,1
2024-01-09,14,1,Area-38,1
2024-01-09,14,1,Area-4,2
2024-01-09,14,1,Area-41,1
2024-01-09,14,1,Area-42,1
2024-01-09,14,1,Area-43,4
2024-01-09,14,1,Area-44,1
2024-01-09,14,1,Area-46,1
2024-01-09,14,1,Area-48,1
2024-01-09,14,1,Area-49,3
2024-01-09,14,1,Area-5,1
2024-01-09,14,1,Area-8,2
2024-01-09,15,1,Area-1,1
2024-01-09,15,1,Area-10,2
2024-01-09,15,1,Area-12,1
2024-01-09,15,1,Area-13,2
2024-01-09,15,1,Area-14,1
2024-01-09,15,1,Area-16,3
2024-01-09,15,1,Area-17,2
2024-01-09,15,1,Area-18,1
2024-01-09,15,1,Area-2,2
2024-01-09,15,1,Area-20,3
2024-01-09,15,1,Area-21,1
2024-01-09,15,1,Area-22,2
2024-01-09,15,1,Area-24,3
2024-01-09,15,1,Area-25,1
2024-01-09,15,1,Area-26,1
2024-01-09,15,1,Area-27,2
2024-01-09,15,1,Area-28,1
2024-01-09,15,1,Area-29,1
2024-01-09,15,1,Area-3,1
2024-01-09,15,1,Area-30,1
2024-01-09,15,1,Area-31,1
2024-01-09,15,1,Area-32,2
2024-01-09,15,1,Area-33,3
2024-01-09,15,1,Area-35,2
2024-01-09,15,1,Area-36,1
2024-01-09,15,1,Area-37,2
2024-01-09,15,1,Area-39,2
2024-01-09,15,1,Area-4,3
2024-01-09,15,1,Area-40,4
2024-01-09,15,1,Area-41,5
2024-01-09,15,1,Area-42,1
2024-01-09,15,1,Area-43,1
2024-01-09,15,1,Area-45,2
2024-01-09,15,1,Area-46,1
2024-01-09,15,1,Area-48,1
2024-01-09,15,1,Area-49,3
2024-01-09,15,1,Area-5,2
2024-01-09,15,1,Area-50,1
2024-01-09,15,1,Area-6,4
2024-01-09,15,1,Area-8,3
2024-01-09,15,1,Area-9,2
2024-01-09,16,1,Area-1,1
2024-01-09,16,1,Area-10,1
2024-01-09,16,1,Area-12,3
2024-01-09,16,1,Area-14,1
2024-01-09,16,1,Area-16,2
2024-01-09,16,1,Area-17,1
2024-01-09,16,1,Area-19,2
2024-01-09,16,1,Area-2,2
2024-01-09,16,1,Area-20,1
2024-01-09,16,1,Area-22,1
2024-01-09,16,1,Area-23,1
2024-01-09,16,1,Area-24,1
2024-01-09,16,1,Area-25,2
2024-01-09,16,1,Area-27,1
2024-01-09,16,1,Area-28,1
2024-01-09,16,1,Area-3,2
2024-01-09,16,1,Area-30,1
2024-01-09,16,1,Area-31,2
2024-01-09,16,1,Area-32,1
2024-01-09,16,1,Area-33,4
2024-01-09,16,1,Area-35,1
2024-01-09,16,1,Area-36,2
2024-01-09,16,1,Area-37,1
2024-01-09,16,1,Area-38,1
2024-01-09,16,1,Area-39,5
2024-01-09,16,1,Area-40,3
2024-01-09,16,1,Area-41,3
2024-01-09,16,1,Area-42,2
2024-01-09,16,1,Area-43,1
2024-01-09,16,1,Area-44,2
2024-01-09,16,1,Area-45,1
2024-01-09,16,1,Area-47,1
2024-01-09,16,1,Area-48,2
2024-01-09,16,1,Area-50,2
2024-01-09,16,1,Area-7,3
2024-01-09,16,1,Area-8,2
2024-01-09,16,1,Area-9,1
2024-01-09,17,1,Area-1,2
2024-01-09,17,1,Area-10,2
2024-01-09,17,1,Area-11,2
2024-01-09,17,1,Area-13,2
2024-01-09,17,1,Area-14,1
2024-01-09,17,1,Area-15,2
2024-01-09,17,1,Area-16,2
2024-01-09,17,1,Area-17,2
2024-01-09,17,1,Area-18,1
2024-01-09,17,1,Area-19,3
2024-01-09,17,1,Area-2,2
2024-01-09,17,1,Area-21,1
2024-01-09,17,1,Area-22,1
2024-01-09,17,1,Area-24,1
2024-01-09,17,1,Area-25,1
2024-01-09,17,1,Area-26,3
2024-01-09,17,1,Area-27,1
2024-01-09,17,1,Area-28,3
2024-01-09,17,1,Area-3,3
2024-01-09,17,1,Area-30,1
2024-01-09,17,1,Area-31,2
2024-01-09,17,1,Area-33,1
2024-01-09,17,1,Area-35,3
2024-01-09,17,1,Area-36,1
2024-01-09,17,1,Area-37,1
2024-01-09,17,1,Area-38,3
2024-01-09,17,1,Area-39,3
2024-01-09,17,1,Area-40,1
2024-01-09,17,1,Area-41,3
2024-01-09,17,1,Area-44,1
2024-01-09,17,1,Area-45,2
2024-01-09,17,1,Area-46,5
2024-01-09,17,1,Area-49,1
2024-01-09,17,1,Area-5,4
2024-01-09,17,1,Area-50,1
2024-01-09,17,1,Area-6,5
2024-01-09,17,1,Area-8,1
2024-01-09,18,1,Area-14,2
2024-01-09,18,1,Area-18,2
2024-01-09,18,1,Area-2,3
2024-01-09,18,1,Area-20,1
2024-01-09,18,1,Area-21,1
2024-01-09,18,1,Area-23,1
2024-01-09,18,1,Area-24,1
2024-01-09,18,1,Area-25,3
2024-01-09,18,1,Area-26,1
2024-01-09,18,1,Area-28,1
2024-01-09,18,1,Area-30,2
2024-01-09,18,1,Area-31,1
2024-01-09,18,1,Area-32,2
2024-01-09,18,1,Area-33,2
2024-01-09,18,1,Area-34,2
2024-01-09,18,1,Area-36,4
2024-01-09,18,1,Area-37,1
2024-01-09,18,1,Area-38,4
2024-01-09,18,1,Area-39,1
2024-01-09,18,1,Area-4,1
2024-01-09,18,1,Area-40,2
2024-01-09,18,1,Area-41,1
2024-01-09,18,1,Area-42,2
2024-01-09,18,1,Area-43,1
2024-01-09,18,1,Area-44,3
2024-01-09,18,1,Area-47,1
2024-01-09,18,1,Area-49,1
2024-01-09,18,1,Area-50,4
2024-01-09,18,1,Area-6,2
2024-01-09,18,1,Area-7,1
2024-01-09,18,1,Area-8,1
2024-01-09,18,1,Area-9,2
2024-01-09,19,1,Area-10,1
2024-01-09,19,1,Area-11,1
2024-01-09,19,1,Area-12,2
2024-01-09,19,1,Area-13,1
2024-01-09,19,1,Area-15,1
2024-01-09,19,1,Area-16,2
2024-01-09,19,1,Area-18,1
2024-01-09,19,1,Area-19,4
2024-01-09,19,1,Area-2,2
2024-01-09,19,1,Area-20,2
2024-01-09,19,1,Area-21,5
2024-01-09,19,1,Area-22,1
2024-01-09,19,1,Area-23,1
2024-01-09,19,1,Area-25,3
2024-01-09,19,1,Area-27,1
2024-01-09,19,1,Area-28,1
2024-01-09,19,1,Area-29,1
2024-01-09,19,1,Area-30,1
2024-01-09,19,1,Area-31,1
2024-01-09,19,1,Area-32,3
2024-01-09,19,1,Area-34,1
2024-01-09,19,1,Area-35,2
2024-01-09,19,1,Area-36,1
2024-01-09,19,1,Area-37,1
2024-01-09,19,1,Area-39,3
2024-01-09,19,1,Area-4,1
2024-01-09,19,1,Area-41,1
2024-01-09,19,1,Area-42,5
2024-01-09,19,1,Area-43,1
2024-01-09,19,1,Area-44,4
2024-01-09,19,1,Area-47,2
2024-01-09,19,1,Area-50,1
2024-01-09,19,1,Area-9,1
2024-01-09,20,1,Area-1,2
2024-01-09,20,1,Area-10,1
2024-01-09,20,1,Area-11,1
2024-01-09,20,1,Area-12,3
2024-01-09,20,1,Area-13,1
2024-01-09,20,1,Area-14,2
2024-01-09,20,1,Area-17,3
2024-01-09,20,1,Area-18,1
2024-01-09,20,1,Area-19,2
2024-01-09,20,1,Area-2,1
2024-01-09,20,1,Area-20,2
2024-01-09,20,1,Area-21,1
2024-01-09,20,1,Area-24,2
2024-01-09,20,1,Area-25,1
2024-01-09,20,1,Area-26,1
2024-01-09,20,1,Area-27,2
2024-01-09,20,1,Area-28,2
2024-01-09,20,1,Area-29,2
2024-01-09,20,1,Area-3,2
2024-01-09,20,1,Area-30,1
2024-01-09,20,1,Area-31,1
2024-01-09,20,1,Area-32,1
2024-01-09,20,1,Area-33,4
2024-01-09,20,1,Area-34,1
2024-01-09,20,1,Area-36,1
2024-01-09,20,1,Area-37,1
2024-01-09,20,1,Area-39,3
2024-01-09,20,1,Area-4,3
2024-01-09,20,1,Area-40,1
2024-01-09,20,1,Area-42,2
2024-01-09,20,1,Area-43,1
2024-01-09,20,1,Area-44,1
2024-01-09,20,1,Area-45,1
2024-01-09,20,1,Area-46,1
2024-01-09,20,1,Area-48,3
2024-01-09,20,1,Area-49,1
2024-01-09,20,1,Area-50,1
2024-01-09,20,1,Area-6,4
2024-01-09,20,1,Area-8,3
2024-01-09,21,1,Area-1,1
2024-01-09,21,1,Area-10,1
2024-01-09,21,1,Area-11,1
2024-01-09,21,1,Area-12,2
2024-01-09,21,1,Area-13,3
2024-01-09,21,1,Area-15,2
